step,episode/success_rate,val/success_rate,critic/score/mean,actor/kl_loss,actor/entropy_loss,actor/pg_loss,actor/grad_norm,episode/valid_action_ratio,episode/length/mean,response_length/mean
0,,0.1484375,,,,,,,,
1,0.0625,,0.31949928402900696,0.041347045451402664,0.6237977743148804,-0.025598537176847458,2.038334608078003,0.3844068944454193,48.734375,143.83099365234375
2,0.234375,,1.0570493936538696,0.03195488825440407,0.5726054310798645,0.020500333979725838,1.820279836654663,0.9781976938247681,42.8203125,131.06594848632812
3,0.2890625,,1.1419752836227417,0.022525489330291748,0.5563020706176758,0.004125610459595919,0.686791181564331,1.0,40.1015625,125.69733428955078
4,0.1875,,0.7777387499809265,0.01999877579510212,0.5465062856674194,-0.004694447387009859,0.8737723231315613,1.0,44.0234375,131.26878356933594
5,0.28125,,1.2424510717391968,0.03130330517888069,0.5366715788841248,0.011382878758013248,0.7223759889602661,0.9998117685317993,41.0234375,129.78350830078125
6,0.4609375,,2.162522792816162,0.027167873457074165,0.5269874930381775,-0.026507459580898285,1.3283575773239136,0.9993206262588501,34.3828125,133.09103393554688
7,0.3515625,,1.9931212663650513,0.04041263833642006,0.5237862467765808,0.019417351111769676,1.000609278678894,0.9998094439506531,40.53125,129.78506469726562
8,0.28125,,1.439338207244873,0.03402888774871826,0.503244161605835,-0.006852975580841303,0.8280524611473083,1.0,42.0234375,138.37022399902344
9,0.28125,,0.9902148246765137,0.042753227055072784,0.5260819792747498,0.06102263927459717,0.9819921851158142,0.999804675579071,39.890625,135.49258422851562
10,0.4453125,0.3203125,2.66447377204895,0.04058994725346565,0.5127894878387451,0.04933253675699234,0.9919788837432861,1.0,37.8125,137.07688903808594
11,0.4140625,,1.8446180820465088,0.03980277478694916,0.5136823654174805,-0.006921450607478619,1.2224737405776978,1.0,35.9296875,142.2623748779297
12,0.4609375,,2.1376585960388184,0.03799938037991524,0.5149895548820496,0.02549254521727562,0.6895020604133606,0.9997735619544983,34.25,151.35960388183594
13,0.421875,,2.003403425216675,0.049415357410907745,0.5094666481018066,0.006677029654383659,1.015801191329956,0.9997859597206116,36.1796875,140.89019775390625
14,0.2734375,,1.3411458730697632,0.05194616690278053,0.5188688635826111,0.025108577683568,0.5601208806037903,1.0,41.9609375,152.8549041748047
15,0.359375,,1.3562500476837158,0.043165624141693115,0.5457286834716797,0.022393731400370598,0.48584678769111633,1.0,37.046875,160.54478454589844
16,0.3203125,,1.280048131942749,0.041651979088783264,0.5319650769233704,0.0012769325403496623,0.6439091563224792,1.0,38.9609375,154.8283233642578
17,0.359375,,2.0698301792144775,0.039985597133636475,0.5709019303321838,-0.026338782161474228,0.9593045711517334,1.0,40.40625,159.50173950195312
18,0.2421875,,0.8798363208770752,0.05493660271167755,0.5805550813674927,-0.011118413880467415,0.5335071682929993,1.0,41.546875,154.98214721679688
19,0.4296875,,2.320812463760376,0.05240726098418236,0.5767315626144409,0.003994306083768606,1.0213786363601685,0.99979168176651,37.15625,146.5906219482422
20,0.46875,0.34375,2.8270833492279053,0.058447882533073425,0.5548190474510193,-0.0027160292956978083,0.7398370504379272,1.0,37.0234375,142.2495880126953
21,0.2890625,,1.4231927394866943,0.051593706011772156,0.5734390616416931,-0.002558003645390272,0.8604773283004761,1.0,41.453125,144.7740936279297
22,0.40625,,1.8514341115951538,0.05737559497356415,0.581559956073761,-0.019195066764950752,0.9234315752983093,0.9997859597206116,36.4296875,141.24658203125
