step,episode/success_rate,val/success_rate,critic/score/mean,actor/kl_loss,actor/entropy_loss,actor/pg_loss,actor/grad_norm,episode/valid_action_ratio,episode/length/mean,response_length/mean
77,0.484375,,2.5668303966522217,0.20055212080478668,0.795571506023407,0.09402308613061905,1.242079496383667,0.9986607432365417,34.6484375,131.53057861328125
78,0.5703125,,3.3388943672180176,0.1678260713815689,0.7660084366798401,0.02368248626589775,0.9785098433494568,0.9995192289352417,32.15625,133.656494140625
79,0.5078125,,2.5023438930511475,0.20282557606697083,0.7533320188522339,0.011504828929901123,0.9273663759231567,0.9997632503509521,32.8125,132.7133026123047
80,0.4609375,0.6171875,2.5449059009552,0.19670699536800385,0.7291219234466553,0.013931011781096458,0.8728494048118591,0.9995719194412231,36.140625,136.8067169189453
81,0.7578125,,5.074999809265137,0.1938580721616745,0.5825663805007935,0.044877875596284866,0.8409348130226135,1.0,24.609375,129.17625427246094
82,0.5546875,,3.2504734992980957,0.1739218682050705,0.7105888724327087,0.04291880130767822,0.8405884504318237,1.0,32.9921875,134.30018615722656
83,0.5234375,,3.500781536102295,0.21708212792873383,0.7127163410186768,0.03361137956380844,1.202513575553894,0.9993665814399719,36.6953125,127.16744232177734
84,0.6796875,,4.5391950607299805,0.23240916430950165,0.6532564759254456,0.08882371336221695,1.1741890907287598,1.0,29.3125,122.92849731445312
85,0.7109375,,4.851863861083984,0.18514475226402283,0.5915687680244446,0.011826016008853912,1.1199601888656616,0.9989035129547119,28.078125,119.06414794921875
86,0.453125,,2.3762805461883545,0.3055593967437744,0.8132897019386292,0.00587609875947237,0.8756727576255798,0.9997829794883728,35.8828125,126.22373962402344
87,0.6171875,,3.256524085998535,0.2066144198179245,0.7862407565116882,0.02553354576230049,0.9368481636047363,0.999451756477356,28.4140625,120.62773895263672
88,0.4609375,,2.8104166984558105,0.24062669277191162,0.7753937840461731,0.03235721215605736,1.0607510805130005,1.0,37.4921875,126.11853790283203
89,0.7890625,,5.802665710449219,0.18879243731498718,0.6153103709220886,-0.014798291027545929,0.8861079812049866,0.9996936321258545,25.1640625,119.22855377197266
90,0.6875,0.6328125,4.555469036102295,0.23279158771038055,0.6753721833229065,0.01097089983522892,1.0539952516555786,0.9997305870056152,28.625,120.14358520507812
91,0.640625,,4.60354471206665,0.24760639667510986,0.6256414651870728,0.021575219929218292,1.111685037612915,1.0,33.328125,121.76445770263672
92,0.7734375,,5.040727138519287,0.23484112322330475,0.5772612690925598,0.04210386797785759,1.0222256183624268,0.999660313129425,22.8359375,116.21977233886719
93,0.5625,,3.13232421875,0.2010774314403534,0.6847101449966431,0.012028527446091175,0.5968306064605713,1.0,31.875,120.54833984375
94,0.515625,,2.9166667461395264,0.2450762391090393,0.7130550146102905,0.03466292843222618,1.052808165550232,1.0,34.1875,124.15919494628906
95,0.6484375,,4.098932266235352,0.24920210242271423,0.6129798293113708,-0.004701755475252867,1.107056736946106,0.9997395873069763,29.78125,119.81822967529297
96,0.84375,,6.173666000366211,0.21320080757141113,0.46894264221191406,0.0641731396317482,1.0767892599105835,0.9988567233085632,20.359375,114.17949676513672
97,0.578125,,3.2836804389953613,0.29089218378067017,0.6995400786399841,0.06669080257415771,0.8648306727409363,0.9995039701461792,31.4140625,118.29885864257812
98,0.515625,,2.723694086074829,0.27880361676216125,0.7713809609413147,0.021952839568257332,1.1732134819030762,0.9981343150138855,33.2578125,129.47854614257812
99,0.703125,,4.3248820304870605,0.2258550226688385,0.6067871451377869,0.027316059917211533,0.7694677710533142,1.0,26.1796875,121.57606506347656
100,0.5859375,0.6015625,3.213104724884033,0.24776022136211395,0.6868250966072083,0.01665027253329754,1.4025092124938965,0.9989919066429138,30.515625,128.6993408203125
101,0.53125,,2.7210817337036133,0.25685063004493713,0.7203378677368164,0.056687697768211365,0.9724833965301514,0.9992788434028625,32.15625,129.89688110351562
102,0.7734375,,4.97961950302124,0.23724745213985443,0.540991485118866,0.0023274202831089497,0.8786603212356567,1.0,22.546875,117.97588348388672
103,0.578125,,3.0840163230895996,0.24397844076156616,0.5670798420906067,0.008635991252958775,0.7898874878883362,1.0,30.5,127.41060638427734
104,0.4921875,,2.8840057849884033,0.226800337433815,0.7358982563018799,0.03216816484928131,1.0003823041915894,0.9989149570465088,35.6171875,142.86415100097656
105,0.859375,,6.484375,0.15373240411281586,0.47729653120040894,0.07459121942520142,1.0809069871902466,1.0,19.9765625,122.9156265258789
106,0.7421875,,5.114770412445068,0.20312334597110748,0.6585402488708496,0.062299944460392,1.0078963041305542,0.9979363083839417,26.40625,136.3832550048828
107,0.4609375,,2.2989954948425293,0.25983619689941406,0.8016172051429749,0.023143785074353218,1.3581465482711792,0.9988839030265808,35.0,147.97633361816406
108,0.5859375,,3.688352346420288,0.2350822389125824,0.6806990504264832,0.03245057165622711,1.044094443321228,0.9990530014038086,32.8046875,135.37216186523438
109,0.609375,,3.8500490188598633,0.17690108716487885,0.6502673029899597,0.018551988527178764,0.8670456409454346,0.99951171875,31.7421875,135.609375
110,0.546875,0.6328125,2.695833206176758,0.27323341369628906,0.6675451397895813,0.04473577067255974,1.333518624305725,0.9990079402923584,31.015625,134.2864532470703
111,0.5859375,,4.12845516204834,0.23493622243404388,0.5713366866111755,0.019641023129224777,1.145723581314087,0.999339759349823,35.265625,128.2623291015625
112,0.5703125,,2.8124477863311768,0.2824106216430664,0.7306699156761169,0.00962370727211237,1.0568523406982422,0.9994791746139526,29.8984375,130.84036254882812
113,0.5625,,3.316714286804199,0.2719150483608246,0.6391599774360657,0.03309907391667366,0.7684242129325867,0.9995265007019043,32.71875,127.86600494384766
114,0.59375,,3.790151357650757,0.2593298554420471,0.7361029386520386,0.10140407085418701,1.0536720752716064,0.9990530014038086,32.671875,134.46591186523438
115,0.59375,,3.101112127304077,0.27396342158317566,0.6683478355407715,0.04377470910549164,0.6930767297744751,0.9994703531265259,29.4375,125.92981719970703
116,0.53125,,3.0169808864593506,0.3185606002807617,0.7468840479850769,-0.011926742270588875,0.8686697483062744,0.9997702240943909,33.6015625,126.37408447265625
117,0.5390625,,3.325848340988159,0.26884767413139343,0.7902287244796753,0.015552051365375519,0.9219017624855042,0.9995535612106323,34.53125,134.7872772216797
118,0.6484375,,3.818366050720215,0.2762594223022461,0.6592697501182556,0.023904498666524887,1.0351895093917847,0.9983552694320679,28.421875,123.11897277832031
119,0.6875,,4.091980934143066,0.2920297384262085,0.7107943892478943,0.006815589498728514,0.9279264211654663,1.0,26.4453125,131.2532501220703
120,0.6015625,0.6953125,2.9796876907348633,0.23819208145141602,0.7790927290916443,0.015431994572281837,0.6805545687675476,0.999725878238678,28.40625,133.26699829101562
121,0.4296875,,2.436245918273926,0.29905965924263,0.8902833461761475,-0.02211638167500496,0.8316764831542969,0.9997944235801697,37.65625,141.35670471191406
122,0.5859375,,3.096670150756836,0.3057197630405426,0.8190698027610779,0.04417543113231659,1.1525180339813232,0.9984630942344666,30.015625,138.74411010742188
123,0.5234375,,3.1517410278320312,0.27445417642593384,0.8453059196472168,0.04043038561940193,1.1201881170272827,0.9995535612106323,34.8203125,138.0656280517578
124,0.5546875,,3.149038553237915,0.24096263945102692,0.7825546264648438,0.01607842557132244,0.8335899114608765,1.0,32.5,135.93701171875
125,0.515625,,2.9392662048339844,0.25760170817375183,0.7770133018493652,0.01664028875529766,0.8941858410835266,0.9995471239089966,34.3203125,135.5615997314453
126,0.4609375,,2.637183427810669,0.2737267315387726,0.7620261311531067,0.04612821340560913,0.9614989757537842,0.9993665814399719,36.5390625,134.5770721435547
127,0.5625,,2.6145052909851074,0.27737563848495483,0.8247689008712769,0.021846167743206024,0.7662197351455688,0.999218761920929,29.6484375,141.18540954589844
128,0.828125,,6.236311435699463,0.2806732654571533,0.6661984920501709,-0.018213247880339622,1.1082478761672974,0.9989809989929199,22.84375,135.09613037109375
129,0.7265625,,4.808313846588135,0.3479808270931244,0.7574877142906189,0.03884017840027809,0.9645395874977112,0.9994103908538818,26.3671875,133.81661987304688
130,0.7890625,0.640625,5.288125038146973,0.3358030319213867,0.7375303506851196,0.022303573787212372,0.9585866928100586,0.9993055462837219,22.3828125,130.6107635498047
131,0.6640625,,3.3363051414489746,0.27614325284957886,0.9585018754005432,0.03893408924341202,0.9080970287322998,0.9990808963775635,25.15625,141.12652587890625
132,0.6953125,,3.1386806964874268,0.31150782108306885,0.9637190699577332,0.047878194600343704,1.039446234703064,0.9979166388511658,22.1953125,143.48680114746094
133,0.65625,,4.08609676361084,0.31969332695007324,0.9083009362220764,0.1068636104464531,1.0301874876022339,0.9976165294647217,29.03125,143.57044982910156
134,0.6015625,,3.183156967163086,0.23675821721553802,0.8966057300567627,0.002790946513414383,0.9151841998100281,0.9989407062530518,29.2421875,147.199951171875
135,0.609375,,3.3288135528564453,0.3140557110309601,0.8885207176208496,0.028381193056702614,1.0637396574020386,0.9989407062530518,29.265625,138.828125
136,0.5390625,,2.879807710647583,0.32368046045303345,0.9140678644180298,0.012919183820486069,0.5490416884422302,1.0,32.3515625,140.19760131835938
137,0.7890625,,4.809451103210449,0.30321595072746277,0.702843964099884,0.028437258675694466,0.676744282245636,1.0,20.28125,126.1505355834961
138,0.5546875,,2.5997438430786133,0.3553065359592438,0.89895099401474,0.003777495352551341,1.0944217443466187,0.9984630942344666,30.078125,135.15444946289062
139,0.796875,,5.199854850769043,0.29742226004600525,0.720771074295044,0.03115309588611126,0.9589415192604065,1.0,21.1171875,133.69113159179688
140,0.59375,0.609375,3.4071576595306396,0.329907089471817,0.8191213607788086,0.020648080855607986,0.9581544995307922,0.9989919066429138,30.7890625,138.1953125
141,0.6484375,,4.16237211227417,0.2680315375328064,0.7906268835067749,0.015879809856414795,0.8458697199821472,0.9997438788414001,30.0859375,139.80020141601562
142,0.6953125,,4.192216873168945,0.3259386122226715,0.7662113904953003,0.03028731606900692,0.9062694907188416,1.0,26.203125,138.3245849609375
143,0.453125,,2.6312291622161865,0.29729726910591125,0.8511486649513245,0.023813437670469284,1.0666558742523193,0.99979168176651,37.0390625,145.89187622070312
144,0.7109375,,4.563078880310059,0.2996266484260559,0.7390584945678711,0.049469780176877975,0.896977961063385,1.0,26.578125,142.33883666992188
145,0.7265625,,5.028295516967773,0.3740890622138977,0.7028295397758484,0.023094726726412773,1.1806236505508423,0.9988636374473572,27.5,143.80255126953125
146,0.6796875,,4.23822546005249,0.25976696610450745,0.7768556475639343,0.043544694781303406,1.0842989683151245,0.9994419813156128,27.7734375,141.13644409179688
147,0.6953125,,5.10163688659668,0.32583901286125183,0.737372636795044,0.07627188414335251,1.170479655265808,0.9995039701461792,31.1015625,139.27529907226562
148,0.546875,,3.227588653564453,0.31642332673072815,0.798609733581543,0.006307510193437338,0.7515430450439453,0.9997667670249939,33.4609375,140.67303466796875
149,0.703125,,4.562471866607666,0.30676594376564026,0.8193323612213135,-0.029469965025782585,1.10525381565094,0.9997159242630005,27.3046875,138.61903381347656
150,0.7890625,0.6328125,5.298576354980469,0.22059373557567596,0.724433422088623,0.01998542807996273,0.894473135471344,0.9996528029441833,22.421875,129.3847198486328
